Identifiant;n° notice BnF;Type de notice ;Type de document;Localisation;Exemplaire n°;Titre;Auteur;Contributeur;Editeur;Date;Description;Sujet;Couverture;Langue;Format;
http://catalogue.bnf.fr/ark:/12148/cb376945984 | ISBN 2070546640 | ;37694598;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2003-57251 | ;1;"Kristy et la fête des enfants / Ann M. Martin ; trad. de l'américain par Karine Jovelin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Jovelin, Karine | ;Jovelin, Karine. Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1166) | Code à barres commercial : EAN 9782070546640 | ";;;fre | français | ;"151 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb376945984 | ISBN 2070546640 | ;37694598;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14739 | ;2;"Kristy et la fête des enfants / Ann M. Martin ; trad. de l'américain par Karine Jovelin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Jovelin, Karine | ;Jovelin, Karine. Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1166) | Code à barres commercial : EAN 9782070546640 | ";;;fre | français | ;"151 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37686296w | ISBN 2070546624 | ;37686296;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2002-86871 | ;1;"Lucy aux urgences / Ann M. Martin ; trad. de l'américain par Stéphanie Alglave et Cécile Giroldi";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Alglave, Stéphanie | Giroldi, Cécile | ;Alglave, Stéphanie. Traducteur | Giroldi, Cécile. Traducteur | ;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1155) | Code à barres commercial : EAN 9782070546626 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37686296w | ISBN 2070546624 | ;37686296;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14742 | ;2;"Lucy aux urgences / Ann M. Martin ; trad. de l'américain par Stéphanie Alglave et Cécile Giroldi";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Alglave, Stéphanie | Giroldi, Cécile | ;Alglave, Stéphanie. Traducteur | Giroldi, Cécile. Traducteur | ;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1155) | Code à barres commercial : EAN 9782070546626 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb376821730 | ISBN 2070546608 | ;37682173;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2002-157383 | ;1;"Mary Anne se rebelle / Ann M. Martin ; trad. de l'américain par Nouannipha Simon";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Simon, Nouannipha (1973-....) | ;Simon, Nouannipha (1973-....). Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1143) | Code à barres commercial : EAN 9782070546602 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb376821730 | ISBN 2070546608 | ;37682173;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14750 | ;2;"Mary Anne se rebelle / Ann M. Martin ; trad. de l'américain par Nouannipha Simon";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Simon, Nouannipha (1973-....) | ;Simon, Nouannipha (1973-....). Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1143) | Code à barres commercial : EAN 9782070546602 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb376288645 | ISBN 207054530X | ;37628864;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2001-77558 | ;1;"Pauvre Mallory ! / Ann M. Martin ; trad. de l'américain par Nouannipha Simon";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Simon, Nouannipha (1973-....) | ;Simon, Nouannipha (1973-....). Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1134) | Code à barres commercial : EAN 9782070545308 | ";;;fre | français | ;"167 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb376288645 | ISBN 207054530X | ;37628864;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14756 | ;2;"Pauvre Mallory ! / Ann M. Martin ; trad. de l'américain par Nouannipha Simon";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Simon, Nouannipha (1973-....) | ;Simon, Nouannipha (1973-....). Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1134) | Code à barres commercial : EAN 9782070545308 | ";;;fre | français | ;"167 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37682175p | ISBN 2070545822 | ;37682175;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2002-57589 | ;1;"Pour l'honneur de Claudia / Ann M. Martin ; trad. de l'américain par Sophie Merlin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | ;Merlin, Sophie. Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1140) | Code à barres commercial : EAN 9782070545827 | ";;;fre | français | ;"193 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37682175p | ISBN 2070545822 | ;37682175;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14758 | ;2;"Pour l'honneur de Claudia / Ann M. Martin ; trad. de l'américain par Sophie Merlin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | ;Merlin, Sophie. Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1140) | Code à barres commercial : EAN 9782070545827 | ";;;fre | français | ;"193 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb376862977 | ISBN 2070546616 | ;37686297;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2002-99347 | ;1;"Le rêve de Jessica / Ann M. Martin ; trad. de l'américain par Florence Meyeres";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Meyeres, Florence | ;Meyeres, Florence. Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1147) | Code à barres commercial : EAN 9782070546619 | ";;;fre | français | ;"179 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb376862977 | ISBN 2070546616 | ;37686297;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14761 | ;2;"Le rêve de Jessica / Ann M. Martin ; trad. de l'américain par Florence Meyeres";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Meyeres, Florence | ;Meyeres, Florence. Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1147) | Code à barres commercial : EAN 9782070546619 | ";;;fre | français | ;"179 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb377066866 | ISBN 2070546659 | ;37706686;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2003-85058 | ;1;"Reviens, Logan ! / Ann M. Martin ; trad. de l'américain par Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Weil, Camille (1945-....) | ;Weil, Camille (1945-....). Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1171) | Code à barres commercial : EAN 9782070546657 | ";;;fre | français | ;"139 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb377066866 | ISBN 2070546659 | ;37706686;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14762 | ;2;"Reviens, Logan ! / Ann M. Martin ; trad. de l'américain par Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Weil, Camille (1945-....) | ;Weil, Camille (1945-....). Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1171) | Code à barres commercial : EAN 9782070546657 | ";;;fre | français | ;"139 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb38882368f | ISBN 2070538737 | ;38882368;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2003-108244 | ;1;"Carla perd la tête / Ann M. Martin ; trad. de l'américain par Nouannipha Simon";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Simon, Nouannipha (1973-....) | ;Simon, Nouannipha (1973-....). Traducteur;Gallimard jeunesse (Paris);2002;"Collection : (Folio junior ; 1226) | Code à barres commercial : EAN 9782070538737 | ";;;fre | français | ;"181 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb38882368f | ISBN 2070538737 | ;38882368;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14709 | ;2;"Carla perd la tête / Ann M. Martin ; trad. de l'américain par Nouannipha Simon";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Simon, Nouannipha (1973-....) | ;Simon, Nouannipha (1973-....). Traducteur;Gallimard jeunesse (Paris);2002;"Collection : (Folio junior ; 1226) | Code à barres commercial : EAN 9782070538737 | ";;;fre | français | ;"181 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb38882389d | ISBN 2070538729 | ;38882389;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2003-108265 | ;1;"Claudia et le petit génie / Ann M. Martin ; trad. de l'américain par Karine Jovelin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Jovelin, Karine | ;Jovelin, Karine. Traducteur;Gallimard jeunesse (Paris);2002;"Collection : (Folio junior ; 1209) | Code à barres commercial : EAN 9782070538720 | ";;;fre | français | ;"139 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb38882389d | ISBN 2070538729 | ;38882389;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14713 | ;2;"Claudia et le petit génie / Ann M. Martin ; trad. de l'américain par Karine Jovelin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Jovelin, Karine | ;Jovelin, Karine. Traducteur;Gallimard jeunesse (Paris);2002;"Collection : (Folio junior ; 1209) | Code à barres commercial : EAN 9782070538720 | ";;;fre | français | ;"139 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb38856070h | ISBN 2070551911 | ;38856070;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2003-86173 | ;1;"Le combat de Jessica / Ann M. Martin ; trad. de l'américain par Stéphanie Alglave et Cécile Giroldi";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Alglave, Stéphanie | Giroldi, Cécile | ;Alglave, Stéphanie. Traducteur | Giroldi, Cécile. Traducteur | ;Gallimard jeunesse (Paris);2002;"Collection : (Folio junior ; 1197) | Code à barres commercial : EAN 9782070551910 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb38856070h | ISBN 2070551911 | ;38856070;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14719 | ;2;"Le combat de Jessica / Ann M. Martin ; trad. de l'américain par Stéphanie Alglave et Cécile Giroldi";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Alglave, Stéphanie | Giroldi, Cécile | ;Alglave, Stéphanie. Traducteur | Giroldi, Cécile. Traducteur | ;Gallimard jeunesse (Paris);2002;"Collection : (Folio junior ; 1197) | Code à barres commercial : EAN 9782070551910 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb38815524n | ISBN 2070551903 | ;38815524;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2003-77181 | ;1;"Mallory fait la grève / Ann M. Martin ; trad. de l'américain par Nouannipha Simon";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Simon, Nouannipha (1973-....) | ;Simon, Nouannipha (1973-....). Traducteur;Gallimard jeunesse (Paris);2002;"Collection : (Folio junior ; 1184) | Code à barres commercial : EAN 9782070551903 | ";;;fre | français | ;"167 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb38815524n | ISBN 2070551903 | ;38815524;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14745 | ;2;"Mallory fait la grève / Ann M. Martin ; trad. de l'américain par Nouannipha Simon";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Simon, Nouannipha (1973-....) | ;Simon, Nouannipha (1973-....). Traducteur;Gallimard jeunesse (Paris);2002;"Collection : (Folio junior ; 1184) | Code à barres commercial : EAN 9782070551903 | ";;;fre | français | ;"167 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb388942278 | ISBN 2070538745 | ;38894227;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2002-100082 | ;1;"La meilleure amie de Lucy / Ann M. Martin ; trad. de l'américain par Sabine Sirat";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Sirat, Sabine | ;Sirat, Sabine. Traducteur;Gallimard jeunesse (Paris);2002;"Collection : (Folio junior ; 1237) | Code à barres commercial : EAN 9782070538744 | ";;;fre | français | ;"152 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb388942278 | ISBN 2070538745 | ;38894227;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14753 | ;2;"La meilleure amie de Lucy / Ann M. Martin ; trad. de l'américain par Sabine Sirat";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Sirat, Sabine | ;Sirat, Sabine. Traducteur;Gallimard jeunesse (Paris);2002;"Collection : (Folio junior ; 1237) | Code à barres commercial : EAN 9782070538744 | ";;;fre | français | ;"152 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb39046390h | ISBN 2070536866 | ;39046390;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2003-193462 | ;1;"Un cheval pour Mallory / Ann M. Martin ; trad. de l'américain par Karine Jovelin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Jovelin, Karine | ;Jovelin, Karine. Traducteur;Gallimard jeunesse (Paris);2003;"Collection : (Folio junior ; 1283) | Code à barres commercial : EAN 9782070536863 | ";;;fre | français | ;"167 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb39046390h | ISBN 2070536866 | ;39046390;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-46750 | ;2;"Un cheval pour Mallory / Ann M. Martin ; trad. de l'américain par Karine Jovelin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Jovelin, Karine | ;Jovelin, Karine. Traducteur;Gallimard jeunesse (Paris);2003;"Collection : (Folio junior ; 1283) | Code à barres commercial : EAN 9782070536863 | ";;;fre | français | ;"167 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb38960882n | ISBN 2070538753 | ;38960882;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2003-46680 | ;1;"Mary Anne et les bébés / Ann M. Martin ; trad. de l'américain par Nouannipha Simon";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Simon, Nouannipha (1973-....) | ;Simon, Nouannipha (1973-....). Traducteur;Gallimard jeunesse (Paris);2003;"Collection : (Folio junior ; 1260) | Code à barres commercial : EAN 9782070538751 | ";;;fre | français | ;"145 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb38960882n | ISBN 2070538753 | ;38960882;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14752 | ;2;"Mary Anne et les bébés / Ann M. Martin ; trad. de l'américain par Nouannipha Simon";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Simon, Nouannipha (1973-....) | ;Simon, Nouannipha (1973-....). Traducteur;Gallimard jeunesse (Paris);2003;"Collection : (Folio junior ; 1260) | Code à barres commercial : EAN 9782070538751 | ";;;fre | français | ;"145 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb390062505 | ISBN 2070536858 | ;39006250;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2003-124237 | ;1;"Votez Kristy ! / Ann M. Martin ; trad. de l'américain par Claude Marie";"Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Marie, Claude (19..-.... ; angliciste) | ";"Marie, Claude (19..-.... ; angliciste). Traducteur";Gallimard jeunesse (Paris);2003;"Collection : (Folio junior ; 1276) | Code à barres commercial : EAN 9782070536856 | ";;;fre | français | ;"179 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb390062505 | ISBN 2070536858 | ;39006250;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-31003 | ;2;"Votez Kristy ! / Ann M. Martin ; trad. de l'américain par Claude Marie";"Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Marie, Claude (19..-.... ; angliciste) | ";"Marie, Claude (19..-.... ; angliciste). Traducteur";Gallimard jeunesse (Paris);2003;"Collection : (Folio junior ; 1276) | Code à barres commercial : EAN 9782070536856 | ";;;fre | français | ;"179 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb39245802w;39245802;ensemble monographique : notice d'ensemble bibliographique | monographie;texte imprimé;;;"Le club des baby-sitters / Ann M. Martin ; ill. d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | ;;Gallimard jeunesse (Paris);2004;;;;fre | français | ;22 cm;
http://catalogue.bnf.fr/ark:/12148/cb39252145q | ISBN 2070508188 | ;39252145;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2004-236660 | ;1;"Nos dossiers top-secret / Ann M. Martin... ; ill. d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur | Guillemin, Michèle (1946-....). Traducteur | Weil, Camille (1945-....). Traducteur | Beaufort, Marthe. Traducteur | Peterson, Nancy. Traducteur | Weil, Camille (1945-....). Traducteur | ;Gallimard jeunesse (Paris);2004;"Comprend : Carla est en danger ; Lucy détective ; Mallory mène l'enquête | Code à barres commercial : EAN 9782070508181 | ";;;fre | français | ;"385 p. : couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb39252145q | ISBN 2070508188 | ;39252145;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-47622 | ;2;"Nos dossiers top-secret / Ann M. Martin... ; ill. d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur | Guillemin, Michèle (1946-....). Traducteur | Weil, Camille (1945-....). Traducteur | Beaufort, Marthe. Traducteur | Peterson, Nancy. Traducteur | Weil, Camille (1945-....). Traducteur | ;Gallimard jeunesse (Paris);2004;"Comprend : Carla est en danger ; Lucy détective ; Mallory mène l'enquête | Code à barres commercial : EAN 9782070508181 | ";;;fre | français | ;"385 p. : couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb39221048m | ISBN 2070564894 | ;39221048;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2004-185116 | ;1;"Nos plus belles histoires de coeur / Ann M. Martin... ; ill. d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur | Simon, Nouannipha (1973-....). Traducteur | Jovelin, Karine. Traducteur | Simon, Nouannipha (1973-....). Traducteur | ;Gallimard jeunesse (Paris);2004;"Comprend : Mary Anne et les garçons ; Kristy, je t'aime ; Carla perd la tête | Code à barres commercial : EAN 9782070564897 | ";;;fre | français | ;"403 p. : couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb39221048m | ISBN 2070564894 | ;39221048;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-48026 | ;2;"Nos plus belles histoires de coeur / Ann M. Martin... ; ill. d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur | Simon, Nouannipha (1973-....). Traducteur | Jovelin, Karine. Traducteur | Simon, Nouannipha (1973-....). Traducteur | ;Gallimard jeunesse (Paris);2004;"Comprend : Mary Anne et les garçons ; Kristy, je t'aime ; Carla perd la tête | Code à barres commercial : EAN 9782070564897 | ";;;fre | français | ;"403 p. : couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb400624307 | ISBN 2070571718 | ;40062430;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2005-261273 | ;1;"Nos joies et nos peines / Ann M. Martin ; traduit de l'anglais par Sophie Merlin, Nouannipha Simon, Stéphanie Alglave... [et al.] ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2005;Code à barres commercial : EAN 9782070571710;;;fre | français | ;"1 vol. (403 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb400624307 | ISBN 2070571718 | ;40062430;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-49290 | ;2;"Nos joies et nos peines / Ann M. Martin ; traduit de l'anglais par Sophie Merlin, Nouannipha Simon, Stéphanie Alglave... [et al.] ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2005;Code à barres commercial : EAN 9782070571710;;;fre | français | ;"1 vol. (403 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb399730308 | ISBN 2070552454 | ;39973030;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2005-118496 | ;1;"Nos passions et nos rêves / Ann M. Martin ; trad. de l'anglais par Karine Jovelin et Florence Meyeres ; ill. d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Jovelin, Karine | Meyeres, Florence | Bravo, Émile (1964-....) | ;Jovelin, Karine. Traducteur | Meyeres, Florence. Traducteur | Bravo, Émile (1964-....). Illustrateur | ;Gallimard jeunesse (Paris);2005;Code à barres commercial : EAN 9782070552450;;;fre | français | ;"403 p. : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb399730308 | ISBN 2070552454 | ;39973030;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-48351 | ;2;"Nos passions et nos rêves / Ann M. Martin ; trad. de l'anglais par Karine Jovelin et Florence Meyeres ; ill. d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Jovelin, Karine | Meyeres, Florence | Bravo, Émile (1964-....) | ;Jovelin, Karine. Traducteur | Meyeres, Florence. Traducteur | Bravo, Émile (1964-....). Illustrateur | ;Gallimard jeunesse (Paris);2005;Code à barres commercial : EAN 9782070552450;;;fre | français | ;"403 p. : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb40197244c | ISBN 2070575381 | ;40197244;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2006-160278 | ;1;"Amies pour toujours / Ann M. Martin ; traduit de l'anglais par Françoise Rose, Camille Weil et Sabine Sirat ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | Rose, Françoise (1948-....) | Weil, Camille (1945-....) | Sirat, Sabine | ;Bravo, Émile (1964-....). Illustrateur | Rose, Françoise (1948-....). Traducteur | Weil, Camille (1945-....). Traducteur | Sirat, Sabine. Traducteur | ;Gallimard jeunesse (Paris);2006;Code à barres commercial : EAN 9782070575381;;;fre | français | ;"1 vol. (380 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb40197244c | ISBN 2070575381 | ;40197244;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-51289 | ;2;"Amies pour toujours / Ann M. Martin ; traduit de l'anglais par Françoise Rose, Camille Weil et Sabine Sirat ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | Rose, Françoise (1948-....) | Weil, Camille (1945-....) | Sirat, Sabine | ;Bravo, Émile (1964-....). Illustrateur | Rose, Françoise (1948-....). Traducteur | Weil, Camille (1945-....). Traducteur | Sirat, Sabine. Traducteur | ;Gallimard jeunesse (Paris);2006;Code à barres commercial : EAN 9782070575381;;;fre | français | ;"1 vol. (380 p.) : ill., couv. ill. en coul. ; 22 cm";
http://catalogue.bnf.fr/ark:/12148/cb40228119v | ISBN 207057539X | ;40228119;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2006-199623 | ;1;"Nos plus grands défis / Ann M. Martin ; traduit de l'anglais par Marie-Laure Goupil, Sophie Merlin, Camille Weil... [et al.] ; illustrations d'Émile Bravo";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Bravo, Émile (1964-....) | ;Bravo, Émile (1964-....). Illustrateur;Gallimard jeunesse (Paris);2006;Code à barres commercial : EAN 9782070575398;;;fre | français | ;"1 vol. (392 p.) : ill., couv. ill. en coul. ; 22 cm";
