Identifiant;n° notice BnF;Type de notice ;Type de document;Localisation;Exemplaire n°;Titre;Auteur;Contributeur;Editeur;Date;Description;Sujet;Couverture;Langue;Format;
http://catalogue.bnf.fr/ark:/12148/cb370900931 | ISBN 2070527182 | ;37090093;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14707 | ;2;"Le cadeau de Kristy / Ann M. Martin ; trad. de l'américain par Stéphanie Alglave et Cécile Giroldi";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Alglave, Stéphanie | Giroldi, Cécile | ;Alglave, Stéphanie. Traducteur | Giroldi, Cécile. Traducteur | ;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 983) | Code à barres commercial : EAN 9782070527182 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb370918657 | ISBN 2070509907 | ;37091865;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2000-62716 | ;1;"Carla est en danger / Ann M. Martin ; trad. de l'américain par Michèle Guillemin et Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Guillemin, Michèle (1946-....) | Weil, Camille (1945-....) | ;Guillemin, Michèle (1946-....). Traducteur | Weil, Camille (1945-....). Traducteur | ;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 1023) | Code à barres commercial : EAN 9782070509904 | ";;;fre | français | ;"141 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb370918657 | ISBN 2070509907 | ;37091865;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14710 | ;2;"Carla est en danger / Ann M. Martin ; trad. de l'américain par Michèle Guillemin et Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Guillemin, Michèle (1946-....) | Weil, Camille (1945-....) | ;Guillemin, Michèle (1946-....). Traducteur | Weil, Camille (1945-....). Traducteur | ;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 1023) | Code à barres commercial : EAN 9782070509904 | ";;;fre | français | ;"141 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37090089s | ISBN 2070524116 | ;37090089;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2000-37148 | ;1;"Le cauchemar de Mallory / Ann M. Martin ; trad. de l'américain par Françoise Rose et Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Rose, Françoise (1948-....) | Weil, Camille (1945-....) | ;Rose, Françoise (1948-....). Traducteur | Weil, Camille (1945-....). Traducteur | ;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 959) | Code à barres commercial : EAN 9782070524112 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37090089s | ISBN 2070524116 | ;37090089;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14712 | ;2;"Le cauchemar de Mallory / Ann M. Martin ; trad. de l'américain par Françoise Rose et Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Rose, Françoise (1948-....) | Weil, Camille (1945-....) | ;Rose, Françoise (1948-....). Traducteur | Weil, Camille (1945-....). Traducteur | ;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 959) | Code à barres commercial : EAN 9782070524112 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb370128216;37012821;ensemble monographique : notice d'ensemble bibliographique | monographie;texte imprimé;;;Le club des baby sitters mystère / Ann M. Martin;Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | ;;Gallimard jeunesse (Paris);1999;Collection : (Folio junior);;;fre | français | ;18 cm;
http://catalogue.bnf.fr/ark:/12148/cb37090083q | ISBN 2070519228 | ;37090083;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2000-38946 | ;1;"Kristy et les champions / Ann M. Martin ; trad. de l'américain par Marie-Laure Goupil et Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Goupil, Marie-Laure | Weil, Camille (1945-....) | ;Goupil, Marie-Laure. Traducteur | Weil, Camille (1945-....). Traducteur | ;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 938) | Code à barres commercial : EAN 9782070519224 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37090083q | ISBN 2070519228 | ;37090083;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14740 | ;2;"Kristy et les champions / Ann M. Martin ; trad. de l'américain par Marie-Laure Goupil et Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Goupil, Marie-Laure | Weil, Camille (1945-....) | ;Goupil, Marie-Laure. Traducteur | Weil, Camille (1945-....). Traducteur | ;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 938) | Code à barres commercial : EAN 9782070519224 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37090086r | ISBN 2070526178 | ;37090086;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2000-37151 | ;1;"Les malheurs de Jessica / Ann M. Martin ; trad. de l'américain par Marie-Laure Goupil et Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Goupil, Marie-Laure | Weil, Camille (1945-....) | ;Goupil, Marie-Laure. Traducteur | Weil, Camille (1945-....). Traducteur | ;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 964) | Code à barres commercial : EAN 9782070526178 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37090086r | ISBN 2070526178 | ;37090086;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14754 | ;2;"Les malheurs de Jessica / Ann M. Martin ; trad. de l'américain par Marie-Laure Goupil et Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Goupil, Marie-Laure | Weil, Camille (1945-....) | ;Goupil, Marie-Laure. Traducteur | Weil, Camille (1945-....). Traducteur | ;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 964) | Code à barres commercial : EAN 9782070526178 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37090097d | ISBN 2070527190 | ;37090097;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2000-53966 | ;1;"Mary Anne cherche son chat / Ann M. Martin ; trad. de l'américain par Hélène Charles-Kroës";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Charles-Kroës, Hélène | ;Charles-Kroës, Hélène. Traducteur;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 992) | Code à barres commercial : EAN 9782070527199 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37090097d | ISBN 2070527190 | ;37090097;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14749 | ;2;"Mary Anne cherche son chat / Ann M. Martin ; trad. de l'américain par Hélène Charles-Kroës";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Charles-Kroës, Hélène | ;Charles-Kroës, Hélène. Traducteur;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 992) | Code à barres commercial : EAN 9782070527199 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb370899479 | ISBN 2070522547 | ;37089947;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2000-37150 | ;1;"PS, réponds-moi vite ! / Paula Danziger et Ann M. Martin ; trad. de l'anglais par Virginia López-Ballesteros et Olivier Malthet";Danziger, Paula (1944-2004). Auteur du texte | Danziger, Paula (1944-2004) | Martin, Ann M. (1955-....) | López-Ballesteros, Virginia | Malthet, Olivier | Martin, Ann M. (1955-....). Auteur du texte | ;López-Ballesteros, Virginia. Traducteur | Malthet, Olivier. Traducteur | ;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 950) | Code à barres commercial : EAN 9782070522545 | ";;;fre | français | ;"170 p. : ill., couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb370899479 | ISBN 2070522547 | ;37089947;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-6023 | ;2;"PS, réponds-moi vite ! / Paula Danziger et Ann M. Martin ; trad. de l'anglais par Virginia López-Ballesteros et Olivier Malthet";Danziger, Paula (1944-2004). Auteur du texte | Danziger, Paula (1944-2004) | Martin, Ann M. (1955-....) | López-Ballesteros, Virginia | Malthet, Olivier | Martin, Ann M. (1955-....). Auteur du texte | ;López-Ballesteros, Virginia. Traducteur | Malthet, Olivier. Traducteur | ;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 950) | Code à barres commercial : EAN 9782070522545 | ";;;fre | français | ;"170 p. : ill., couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37090098r | ISBN 2070527174 | ;37090098;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2000-38323 | ;1;"Les vacances de Carla / Ann M. Martin ; trad. de l'américain par Sophie Merlin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | ;Merlin, Sophie. Traducteur;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 973) | Code à barres commercial : EAN 9782070527175 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37090098r | ISBN 2070527174 | ;37090098;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14768 | ;2;"Les vacances de Carla / Ann M. Martin ; trad. de l'américain par Sophie Merlin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | ;Merlin, Sophie. Traducteur;Gallimard jeunesse (Paris);1999;"Collection : (Folio junior ; 973) | Code à barres commercial : EAN 9782070527175 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37210712t | ISBN 2070544435 | ;37210712;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2001-63019 | ;1;"La colère de Jessi / Ann M. Martin ; trad. de l'américain par Sophie Merlin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | ;Merlin, Sophie. Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1116) | Code à barres commercial : EAN 9782070544431 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37210712t | ISBN 2070544435 | ;37210712;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14718 | ;2;"La colère de Jessi / Ann M. Martin ; trad. de l'américain par Sophie Merlin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | ;Merlin, Sophie. Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1116) | Code à barres commercial : EAN 9782070544431 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37198385b | ISBN 2070543390 | ;37198385;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2001-34960 | ;1;"D'où viens-tu Claudia ? / Ann M. Martin ; trad. de l'américain par Sophie Merlin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | ;Merlin, Sophie. Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1091) | Code à barres commercial : EAN 9782070543397 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37198385b | ISBN 2070543390 | ;37198385;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14721 | ;2;"D'où viens-tu Claudia ? / Ann M. Martin ; trad. de l'américain par Sophie Merlin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | ;Merlin, Sophie. Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1091) | Code à barres commercial : EAN 9782070543397 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37198392m | ISBN 207054186X | ;37198392;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2001-35089 | ;1;"Le défi de Kristy / Ann M. Martin ; trad. de l'américain par Nouannipha Simon";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Simon, Nouannipha (1973-....) | ;Simon, Nouannipha (1973-....). Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1084) | Code à barres commercial : EAN 9782070541867 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37198392m | ISBN 207054186X | ;37198392;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14722 | ;2;"Le défi de Kristy / Ann M. Martin ; trad. de l'américain par Nouannipha Simon";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Simon, Nouannipha (1973-....) | ;Simon, Nouannipha (1973-....). Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1084) | Code à barres commercial : EAN 9782070541867 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37113972s | ISBN 2070541843 | ;37113972;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2000-70300 | ;1;"Félicitations Mary Anne ! / Ann M. Martin ; trad. de l'américain par Sophie Merlin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | ;Merlin, Sophie. Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1070) | Code à barres commercial : EAN 9782070541843 | ";;;fre | français | ;"152 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37113972s | ISBN 2070541843 | ;37113972;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14728 | ;2;"Félicitations Mary Anne ! / Ann M. Martin ; trad. de l'américain par Sophie Merlin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | ;Merlin, Sophie. Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1070) | Code à barres commercial : EAN 9782070541843 | ";;;fre | français | ;"152 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37106964p | ISBN 2070509923 | ;37106964;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2000-78836 | ;1;"Kristy et l'enfant disparu / Ann M. Martin ; trad. de l'américain par Michèle Guillemin et Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Guillemin, Michèle (1946-....) | Weil, Camille (1945-....) | ;Guillemin, Michèle (1946-....). Traducteur | Weil, Camille (1945-....). Traducteur | ;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1048) | Code à barres commercial : EAN 9782070509928 | ";;;fre | français | ;"139 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37106964p | ISBN 2070509923 | ;37106964;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14738 | ;2;"Kristy et l'enfant disparu / Ann M. Martin ; trad. de l'américain par Michèle Guillemin et Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Guillemin, Michèle (1946-....) | Weil, Camille (1945-....) | ;Guillemin, Michèle (1946-....). Traducteur | Weil, Camille (1945-....). Traducteur | ;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1048) | Code à barres commercial : EAN 9782070509928 | ";;;fre | français | ;"139 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37210715v | ISBN 2070543412 | ;37210715;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2001-63634 | ;1;"Lucy détective / Ann M. Martin ; trad. de l'américain par Marthe Beaufort";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Beaufort, Marthe | ;Beaufort, Marthe. Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1111) | Code à barres commercial : EAN 9782070543410 | ";;;fre | français | ;"139 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37210715v | ISBN 2070543412 | ;37210715;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14743 | ;2;"Lucy détective / Ann M. Martin ; trad. de l'américain par Marthe Beaufort";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Beaufort, Marthe | ;Beaufort, Marthe. Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1111) | Code à barres commercial : EAN 9782070543410 | ";;;fre | français | ;"139 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37106420p | ISBN 2070541657 | ;37106420;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2000-78888 | ;1;"Mallory et la malle mystérieuse / Ann M. Martin ; trad. de l'américain par Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Weil, Camille (1945-....) | ;Weil, Camille (1945-....). Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1060) | Code à barres commercial : EAN 9782070541652 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37106420p | ISBN 2070541657 | ;37106420;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14746 | ;2;"Mallory et la malle mystérieuse / Ann M. Martin ; trad. de l'américain par Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Weil, Camille (1945-....) | ;Weil, Camille (1945-....). Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1060) | Code à barres commercial : EAN 9782070541652 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37108076p | ISBN 2070509915 | ;37108076;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2000-84924 | ;1;"Mallory mène l'enquête / Ann M. Martin ; trad. de l'américain par Nancy Peterson et Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Peterson, Nancy | Weil, Camille (1945-....) | ;Peterson, Nancy. Traducteur | Weil, Camille (1945-....). Traducteur | ;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1029) | Code à barres commercial : EAN 9782070509911 | ";;;fre | français | ;"167 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37108076p | ISBN 2070509915 | ;37108076;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14747 | ;2;"Mallory mène l'enquête / Ann M. Martin ; trad. de l'américain par Nancy Peterson et Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Peterson, Nancy | Weil, Camille (1945-....) | ;Peterson, Nancy. Traducteur | Weil, Camille (1945-....). Traducteur | ;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1029) | Code à barres commercial : EAN 9782070509911 | ";;;fre | français | ;"167 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb371954867 | ISBN 2070543404 | ;37195486;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2001-23582 | ;1;"Mary Anne et les garçons / Ann M. Martin ; trad. de l'américain par Nouannipha Simon";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Simon, Nouannipha (1973-....) | ;Simon, Nouannipha (1973-....). Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1104) | Code à barres commercial : EAN 9782070543403 | ";;;fre | français | ;"165 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb371954867 | ISBN 2070543404 | ;37195486;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14751 | ;2;"Mary Anne et les garçons / Ann M. Martin ; trad. de l'américain par Nouannipha Simon";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Simon, Nouannipha (1973-....) | ;Simon, Nouannipha (1973-....). Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1104) | Code à barres commercial : EAN 9782070543403 | ";;;fre | français | ;"165 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37190245w | ISBN 2070541851 | ;37190245;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2001-11826 | ;1;"Une nouvelle soeur pour Carla / Ann M. Martin ; trad. de l'américain par Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Weil, Camille (1945-....) | ;Weil, Camille (1945-....). Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1076) | Code à barres commercial : EAN 9782070541850 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37190245w | ISBN 2070541851 | ;37190245;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14755 | ;2;"Une nouvelle soeur pour Carla / Ann M. Martin ; trad. de l'américain par Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Weil, Camille (1945-....) | ;Weil, Camille (1945-....). Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1076) | Code à barres commercial : EAN 9782070541850 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb371072044 | ISBN 2070540995 | ;37107204;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2000-78883 | ;1;"Le retour de Lucy / Ann M. Martin ; trad. de l'américain par Sophie Merlin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | ;Merlin, Sophie. Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1035) | Code à barres commercial : EAN 9782070540990 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb371072044 | ISBN 2070540995 | ;37107204;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14759 | ;2;"Le retour de Lucy / Ann M. Martin ; trad. de l'américain par Sophie Merlin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | ;Merlin, Sophie. Traducteur;Gallimard jeunesse (Paris);2000;"Collection : (Folio junior ; 1035) | Code à barres commercial : EAN 9782070540990 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37694594r | ISBN 2070546632 | ;37694594;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2003-61780 | ;1;"Carla à la rescousse / Ann M. Martin ; trad. de l'américain par Sophie Merlin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | ;Merlin, Sophie. Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1159) | Code à barres commercial : EAN 9782070546633 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37694594r | ISBN 2070546632 | ;37694594;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14708 | ;2;"Carla à la rescousse / Ann M. Martin ; trad. de l'américain par Sophie Merlin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Merlin, Sophie | ;Merlin, Sophie. Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1159) | Code à barres commercial : EAN 9782070546633 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37210718w | ISBN 2070545296 | ;37210718;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2001-45151 | ;1;"Le grand amour de Carla / Ann M. Martin ; trad. de l'américain par Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Weil, Camille (1945-....) | ;Weil, Camille (1945-....). Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1118) | Code à barres commercial : EAN 9782070545292 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37210718w | ISBN 2070545296 | ;37210718;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14729 | ;2;"Le grand amour de Carla / Ann M. Martin ; trad. de l'américain par Camille Weil";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Weil, Camille (1945-....) | ;Weil, Camille (1945-....). Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1118) | Code à barres commercial : EAN 9782070545292 | ";;;fre | français | ;"153 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37214595r | ISBN 2070545105 | ;37214595;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 2001-63020 | ;1;"Kristy, je t'aime / Ann M. Martin ; trad. de l'américain par Karine Jovelin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Jovelin, Karine | ;Jovelin, Karine. Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1122) | Code à barres commercial : EAN 9782070545100 | ";;;fre | français | ;"139 p. : couv. ill. en coul. ; 18 cm";
http://catalogue.bnf.fr/ark:/12148/cb37214595r | ISBN 2070545105 | ;37214595;monographie;texte imprimé;Tolbiac | Rez-de-jardin | magasin | 8-CNLJF-14741 | ;2;"Kristy, je t'aime / Ann M. Martin ; trad. de l'américain par Karine Jovelin";Martin, Ann M. (1955-....). Auteur du texte | Martin, Ann M. (1955-....) | Jovelin, Karine | ;Jovelin, Karine. Traducteur;Gallimard jeunesse (Paris);2001;"Collection : (Folio junior ; 1122) | Code à barres commercial : EAN 9782070545100 | ";;;fre | français | ;"139 p. : couv. ill. en coul. ; 18 cm";
